RowID,Name,Latitude,Longitude,dwx_cluster,max_temp,min_temp,rain_mm,mm_dd_yyyy
161,Wick Airport,58.454,-3.088,8,7.7,1.9,80.5,3/1/1920
162,Wick Airport,58.454,-3.088,8,7.8,2.9,50.8,4/1/1920
163,Wick Airport,58.454,-3.088,8,10.9,5.1,72.6,5/1/1920
164,Wick Airport,58.454,-3.088,8,12.6,7.9,19.8,6/1/1920
165,Wick Airport,58.454,-3.088,8,14.8,8.6,48,7/1/1920
166,Wick Airport,58.454,-3.088,8,14,8.4,24.1,8/1/1920
167,Wick Airport,58.454,-3.088,8,13.3,7.1,62,9/1/1920
168,Wick Airport,58.454,-3.088,8,11.8,8.6,15.7,10/1/1920
169,Wick Airport,58.454,-3.088,8,9.9,5,84.6,11/1/1920
170,Wick Airport,58.454,-3.088,8,7,2.3,60.7,12/1/1920
171,Wick Airport,58.454,-3.088,8,7.2,1.7,71.6,1/1/1921
172,Wick Airport,58.454,-3.088,8,7.9,3.1,28.7,2/1/1921
173,Wick Airport,58.454,-3.088,8,7.9,1.6,40.9,3/1/1921
174,Wick Airport,58.454,-3.088,8,9.6,3.7,25.9,4/1/1921
175,Wick Airport,58.454,-3.088,8,11.9,5.1,43.2,5/1/1921
176,Wick Airport,58.454,-3.088,8,13.2,7.3,28.4,6/1/1921
177,Wick Airport,58.454,-3.088,8,14.9,9.3,61.5,7/1/1921
178,Wick Airport,58.454,-3.088,8,14.1,8.6,47.2,8/1/1921
179,Wick Airport,58.454,-3.088,8,13.7,8.5,80.8,9/1/1921
180,Wick Airport,58.454,-3.088,8,12.2,7.4,58.7,10/1/1921
181,Wick Airport,58.454,-3.088,8,7.1,3.4,49.5,11/1/1921
182,Wick Airport,58.454,-3.088,8,7.2,3.3,105.2,12/1/1921
183,Wick Airport,58.454,-3.088,8,4.9,1.9,83.1,1/1/1922
184,Wick Airport,58.454,-3.088,8,5.8,1.7,45.7,2/1/1922
185,Wick Airport,58.454,-3.088,8,6.7,1.9,42.7,3/1/1922
186,Wick Airport,58.454,-3.088,8,6.9,1.4,86.6,4/1/1922
187,Wick Airport,58.454,-3.088,8,11.8,5.2,46.5,5/1/1922
188,Wick Airport,58.454,-3.088,8,12.5,6.9,46,6/1/1922
189,Wick Airport,58.454,-3.088,8,13.3,7.8,80.3,7/1/1922
190,Wick Airport,58.454,-3.088,8,13.6,8.3,52.1,8/1/1922
191,Wick Airport,58.454,-3.088,8,12.6,7.2,71.4,9/1/1922
192,Wick Airport,58.454,-3.088,8,10.2,5.9,39.1,10/1/1922
193,Wick Airport,58.454,-3.088,8,8.1,3.8,67.8,11/1/1922
194,Wick Airport,58.454,-3.088,8,7.1,3.6,60.5,12/1/1922
195,Wick Airport,58.454,-3.088,8,7.1,3.1,100.8,1/1/1923
196,Wick Airport,58.454,-3.088,8,5.7,0.1,62,2/1/1923
197,Wick Airport,58.454,-3.088,8,6.9,3.9,18.3,3/1/1923
198,Wick Airport,58.454,-3.088,8,7,3.8,69.6,4/1/1923
199,Wick Airport,58.454,-3.088,8,9.3,3.9,93.2,5/1/1923
200,Wick Airport,58.454,-3.088,8,12.2,7,57.4,6/1/1923
201,Wick Airport,58.454,-3.088,8,15.2,10.1,69.9,7/1/1923
202,Wick Airport,58.454,-3.088,8,14.3,9.3,91.4,8/1/1923
203,Wick Airport,58.454,-3.088,8,12.8,7.3,84.8,9/1/1923
204,Wick Airport,58.454,-3.088,8,10.2,5.4,112.3,10/1/1923
205,Wick Airport,58.454,-3.088,8,5.9,2,111,11/1/1923
206,Wick Airport,58.454,-3.088,8,5.4,1.9,110.5,12/1/1923
207,Wick Airport,58.454,-3.088,8,6.1,3.4,49.5,1/1/1924
208,Wick Airport,58.454,-3.088,8,5.7,2.7,57.2,2/1/1924
209,Wick Airport,58.454,-3.088,8,4.9,0.9,39.9,3/1/1924
210,Wick Airport,58.454,-3.088,8,8.2,2.6,26.2,4/1/1924
211,Wick Airport,58.454,-3.088,8,9.4,5.1,58.4,5/1/1924
212,Wick Airport,58.454,-3.088,8,12.1,7.4,36.6,6/1/1924
213,Wick Airport,58.454,-3.088,8,14.8,9.6,97.8,7/1/1924
214,Wick Airport,58.454,-3.088,8,14.8,10.3,58.4,8/1/1924
215,Wick Airport,58.454,-3.088,8,13.2,8.1,103.1,9/1/1924
216,Wick Airport,58.454,-3.088,8,11.1,6.9,59.7,10/1/1924
217,Wick Airport,58.454,-3.088,8,9.2,6.2,37.8,11/1/1924
218,Wick Airport,58.454,-3.088,8,8.2,5.1,37.6,12/1/1924
219,Wick Airport,58.454,-3.088,8,6.6,3.7,39.6,1/1/1925
220,Wick Airport,58.454,-3.088,8,5.7,1.7,77.2,2/1/1925
221,Wick Airport,58.454,-3.088,8,6.7,1.7,58.7,3/1/1925
222,Wick Airport,58.454,-3.088,8,8.2,3.1,41.9,4/1/1925
223,Wick Airport,58.454,-3.088,8,10.4,6.5,53.6,5/1/1925
224,Wick Airport,58.454,-3.088,8,13.7,8.3,34.5,6/1/1925
225,Wick Airport,58.454,-3.088,8,15.4,10.8,77.5,7/1/1925
226,Wick Airport,58.454,-3.088,8,14.1,9.5,47,8/1/1925
227,Wick Airport,58.454,-3.088,8,11.5,7.4,47,9/1/1925
228,Wick Airport,58.454,-3.088,8,10.4,6.7,73.9,10/1/1925
229,Wick Airport,58.454,-3.088,8,6.7,2.5,47.5,11/1/1925
230,Wick Airport,58.454,-3.088,8,4.1,0.2,65.8,12/1/1925
231,Wick Airport,58.454,-3.088,8,6.3,3.6,56.4,1/1/1926
232,Wick Airport,58.454,-3.088,8,6.7,3.3,53.3,2/1/1926
233,Wick Airport,58.454,-3.088,8,7.6,3.1,70.6,3/1/1926
234,Wick Airport,58.454,-3.088,8,9.2,5,68.8,4/1/1926
235,Wick Airport,58.454,-3.088,8,9.8,5,48,5/1/1926
236,Wick Airport,58.454,-3.088,8,11.9,8.2,39.1,6/1/1926
237,Wick Airport,58.454,-3.088,8,14.9,10.1,39.6,7/1/1926
238,Wick Airport,58.454,-3.088,8,15.1,10.3,51.3,8/1/1926
239,Wick Airport,58.454,-3.088,8,13.4,8.4,76.2,9/1/1926
240,Wick Airport,58.454,-3.088,8,8.7,3.6,158.5,10/1/1926
241,Wick Airport,58.454,-3.088,8,7.9,3.7,62.2,11/1/1926
242,Wick Airport,58.454,-3.088,8,6.7,2.8,89.7,12/1/1926
243,Wick Airport,58.454,-3.088,8,6.2,1.9,62.5,1/1/1927
244,Wick Airport,58.454,-3.088,8,6.8,2.9,50.3,2/1/1927
245,Wick Airport,58.454,-3.088,8,8.2,3.9,40.9,3/1/1927
246,Wick Airport,58.454,-3.088,8,8,2.1,106.9,4/1/1927
247,Wick Airport,58.454,-3.088,8,8.9,4.3,52.6,5/1/1927
248,Wick Airport,58.454,-3.088,8,11.3,6.1,73.4,6/1/1927
249,Wick Airport,58.454,-3.088,8,14.4,10.1,32.5,7/1/1927
250,Wick Airport,58.454,-3.088,8,14.6,10.3,50.8,8/1/1927
251,Wick Airport,58.454,-3.088,8,12.1,7.6,83.3,9/1/1927
252,Wick Airport,58.454,-3.088,8,10.7,5.8,101.6,10/1/1927
253,Wick Airport,58.454,-3.088,8,7.6,3.8,92.2,11/1/1927
254,Wick Airport,58.454,-3.088,8,5.3,2.1,22.4,12/1/1927
255,Wick Airport,58.454,-3.088,8,5.7,2,119.4,1/1/1928
256,Wick Airport,58.454,-3.088,8,6.6,2.2,42.9,2/1/1928
257,Wick Airport,58.454,-3.088,8,6.2,3.4,42.9,3/1/1928
258,Wick Airport,58.454,-3.088,8,8.1,4.2,40.6,4/1/1928
259,Wick Airport,58.454,-3.088,8,9.4,6,36.6,5/1/1928
260,Wick Airport,58.454,-3.088,8,11.2,6.3,81,6/1/1928
261,Wick Airport,58.454,-3.088,8,13.8,9.4,55.1,7/1/1928
262,Wick Airport,58.454,-3.088,8,13.1,9.6,53.1,8/1/1928
263,Wick Airport,58.454,-3.088,8,12.8,7.9,60.7,9/1/1928
264,Wick Airport,58.454,-3.088,8,11.1,6.6,64.5,10/1/1928
265,Wick Airport,58.454,-3.088,8,8.6,4.5,116.3,11/1/1928
266,Wick Airport,58.454,-3.088,8,6.2,3.3,88.1,12/1/1928
267,Wick Airport,58.454,-3.088,8,4.8,0.9,32.5,1/1/1929
268,Wick Airport,58.454,-3.088,8,4.3,1.4,35.6,2/1/1929
269,Wick Airport,58.454,-3.088,8,9.1,3.5,22.4,3/1/1929
270,Wick Airport,58.454,-3.088,8,6.6,1.9,42.9,4/1/1929
271,Wick Airport,58.454,-3.088,8,10.9,5.8,49.3,5/1/1929
272,Wick Airport,58.454,-3.088,8,12,7.4,96.8,6/1/1929
273,Wick Airport,58.454,-3.088,8,14.4,9,33.3,7/1/1929
274,Wick Airport,58.454,-3.088,8,14.3,9.4,121.7,8/1/1929
275,Wick Airport,58.454,-3.088,8,14.4,9.2,89.4,9/1/1929
276,Wick Airport,58.454,-3.088,8,10.2,5.3,112,10/1/1929
277,Wick Airport,58.454,-3.088,8,7.9,4.3,81.3,11/1/1929
278,Wick Airport,58.454,-3.088,8,6.5,3.8,142.5,12/1/1929
279,Wick Airport,58.454,-3.088,8,5.9,2.6,51.1,1/1/1930
280,Wick Airport,58.454,-3.088,8,5.3,1.1,31,2/1/1930
281,Wick Airport,58.454,-3.088,8,5.4,0.7,40.6,3/1/1930
282,Wick Airport,58.454,-3.088,8,8.2,4.4,53.8,4/1/1930
283,Wick Airport,58.454,-3.088,8,9.8,5.6,38.4,5/1/1930
284,Wick Airport,58.454,-3.088,8,14.1,8.5,81,6/1/1930
285,Wick Airport,58.454,-3.088,8,14.4,9.9,34.5,7/1/1930
286,Wick Airport,58.454,-3.088,8,14.9,10.7,141.5,8/1/1930
287,Wick Airport,58.454,-3.088,8,13.5,9.8,98.3,9/1/1930
288,Wick Airport,58.454,-3.088,8,10.4,7,92.5,10/1/1930
289,Wick Airport,58.454,-3.088,8,6.9,2.8,97.8,11/1/1930
290,Wick Airport,58.454,-3.088,8,7.2,3,51.8,12/1/1930
291,Wick Airport,58.454,-3.088,8,5.5,0.6,79.5,1/1/1931
292,Wick Airport,58.454,-3.088,8,5.2,0.2,73.8,2/1/1931
293,Wick Airport,58.454,-3.088,8,4.7,-0.5,29.7,3/1/1931
294,Wick Airport,58.454,-3.088,8,8.3,2.9,46.2,4/1/1931
295,Wick Airport,58.454,-3.088,8,10.6,6,124.6,5/1/1931
296,Wick Airport,58.454,-3.088,8,12,7.1,72.8,6/1/1931
297,Wick Airport,58.454,-3.088,8,14.2,10.1,74.5,7/1/1931
298,Wick Airport,58.454,-3.088,8,13.2,6,27.1,8/1/1931
299,Wick Airport,58.454,-3.088,8,12.8,7.7,23.8,9/1/1931
300,Wick Airport,58.454,-3.088,8,10.9,4.8,74.4,10/1/1931
301,Wick Airport,58.454,-3.088,8,9.7,6.1,67,11/1/1931
302,Wick Airport,58.454,-3.088,8,8.2,3.1,71.1,12/1/1931
303,Wick Airport,58.454,-3.088,8,8.2,2.6,86.5,1/1/1932
304,Wick Airport,58.454,-3.088,8,7.6,3,13.8,2/1/1932
305,Wick Airport,58.454,-3.088,8,6.6,1.9,52,3/1/1932
306,Wick Airport,58.454,-3.088,8,7.6,1.6,75.4,4/1/1932
307,Wick Airport,58.454,-3.088,8,10.1,5.5,35.5,5/1/1932
308,Wick Airport,58.454,-3.088,8,12.6,7.8,16.6,6/1/1932
309,Wick Airport,58.454,-3.088,8,15.5,9.9,76.3,7/1/1932
310,Wick Airport,58.454,-3.088,8,15.6,10.4,69,8/1/1932
311,Wick Airport,58.454,-3.088,8,13.5,7.4,97.1,9/1/1932
312,Wick Airport,58.454,-3.088,8,9.8,4.6,125.3,10/1/1932
313,Wick Airport,58.454,-3.088,8,8.4,3,74.3,11/1/1932
314,Wick Airport,58.454,-3.088,8,7.7,2.9,51.1,12/1/1932
315,Wick Airport,58.454,-3.088,8,5.7,0.8,44.6,1/1/1933
316,Wick Airport,58.454,-3.088,8,5.3,0.5,86.8,2/1/1933
317,Wick Airport,58.454,-3.088,8,8.5,3.4,47.4,3/1/1933
318,Wick Airport,58.454,-3.088,8,9.2,3.9,34.4,4/1/1933
319,Wick Airport,58.454,-3.088,8,10.3,5.7,18.4,5/1/1933
320,Wick Airport,58.454,-3.088,8,14.8,8.7,37.2,6/1/1933
321,Wick Airport,58.454,-3.088,8,17.3,11.5,56.2,7/1/1933
322,Wick Airport,58.454,-3.088,8,17,10.7,65.4,8/1/1933
323,Wick Airport,58.454,-3.088,8,14.6,8.3,29.8,9/1/1933
324,Wick Airport,58.454,-3.088,8,11.4,5.9,98.8,10/1/1933
325,Wick Airport,58.454,-3.088,8,8.8,4.2,74.7,11/1/1933
326,Wick Airport,58.454,-3.088,8,7.3,2.9,27.8,12/1/1933
327,Wick Airport,58.454,-3.088,8,7.2,2.5,46.7,1/1/1934
328,Wick Airport,58.454,-3.088,8,8.8,2.1,41.1,2/1/1934
329,Wick Airport,58.454,-3.088,8,7.1,0.8,53.3,3/1/1934
330,Wick Airport,58.454,-3.088,8,8,2.8,134.4,4/1/1934
331,Wick Airport,58.454,-3.088,8,11.9,4.6,44.6,5/1/1934
332,Wick Airport,58.454,-3.088,8,13.3,7.9,26.9,6/1/1934
333,Wick Airport,58.454,-3.088,8,16,10.5,58.4,7/1/1934
334,Wick Airport,58.454,-3.088,8,15.8,10.3,103.9,8/1/1934
335,Wick Airport,58.454,-3.088,8,14.8,8.9,58.5,9/1/1934
336,Wick Airport,58.454,-3.088,8,11.5,5,124.2,10/1/1934
337,Wick Airport,58.454,-3.088,8,8.6,2.6,51,11/1/1934
338,Wick Airport,58.454,-3.088,8,8.8,5.7,63.6,12/1/1934
339,Wick Airport,58.454,-3.088,8,7.4,3,90.7,1/1/1935
340,Wick Airport,58.454,-3.088,8,6.4,0.6,65.3,2/1/1935
341,Wick Airport,58.454,-3.088,8,8.5,3.2,48.9,3/1/1935
342,Wick Airport,58.454,-3.088,8,8.3,3,72.7,4/1/1935
343,Wick Airport,58.454,-3.088,8,9.9,4.8,14.1,5/1/1935
344,Wick Airport,58.454,-3.088,8,12.9,8,23.3,6/1/1935
345,Wick Airport,58.454,-3.088,8,16.3,9.3,66.2,7/1/1935
346,Wick Airport,58.454,-3.088,8,16,10.4,74.4,8/1/1935
347,Wick Airport,58.454,-3.088,8,13.8,8,104,9/1/1935
348,Wick Airport,58.454,-3.088,8,10.4,4.2,115.9,10/1/1935
349,Wick Airport,58.454,-3.088,8,8.8,4.2,115.9,11/1/1935
350,Wick Airport,58.454,-3.088,8,5.7,0.4,78.2,12/1/1935
351,Wick Airport,58.454,-3.088,8,5,0,103.1,1/1/1936
352,Wick Airport,58.454,-3.088,8,5.2,0.4,37.7,2/1/1936
353,Wick Airport,58.454,-3.088,8,7.1,2.5,34.9,3/1/1936
354,Wick Airport,58.454,-3.088,8,8.3,1.8,32.5,4/1/1936
355,Wick Airport,58.454,-3.088,8,10.2,5.8,49.7,5/1/1936
356,Wick Airport,58.454,-3.088,8,13.7,7.3,28.1,6/1/1936
357,Wick Airport,58.454,-3.088,8,15.4,10.5,121.2,7/1/1936
358,Wick Airport,58.454,-3.088,8,16.1,10.5,64.2,8/1/1936
359,Wick Airport,58.454,-3.088,8,13.8,9.3,69.6,9/1/1936
360,Wick Airport,58.454,-3.088,8,11.4,4.8,88,10/1/1936
361,Wick Airport,58.454,-3.088,8,8.9,2.9,67.2,11/1/1936
362,Wick Airport,58.454,-3.088,8,7.3,1.8,83.1,12/1/1936
363,Wick Airport,58.454,-3.088,8,6.6,2.5,99.1,1/1/1937
364,Wick Airport,58.454,-3.088,8,5.3,0.6,88.1,2/1/1937
365,Wick Airport,58.454,-3.088,8,4.7,-0.2,49.8,3/1/1937
366,Wick Airport,58.454,-3.088,8,8.7,3.9,29.1,4/1/1937
367,Wick Airport,58.454,-3.088,8,11.4,6.4,17.5,5/1/1937
368,Wick Airport,58.454,-3.088,8,13.8,8,70.4,6/1/1937
369,Wick Airport,58.454,-3.088,8,15.2,10.6,49.7,7/1/1937
370,Wick Airport,58.454,-3.088,8,15.4,9.9,78.5,8/1/1937
371,Wick Airport,58.454,-3.088,8,14.3,7.6,44.4,9/1/1937
372,Wick Airport,58.454,-3.088,8,12.2,6.5,63.8,10/1/1937
373,Wick Airport,58.454,-3.088,8,8.3,3.5,37.2,11/1/1937
374,Wick Airport,58.454,-3.088,8,6.1,1,56,12/1/1937
375,Wick Airport,58.454,-3.088,8,7.2,2.3,89.9,1/1/1938
376,Wick Airport,58.454,-3.088,8,7.2,1.9,52,2/1/1938
377,Wick Airport,58.454,-3.088,8,11,4.3,53.7,3/1/1938
378,Wick Airport,58.454,-3.088,8,10,3.4,39.6,4/1/1938
379,Wick Airport,58.454,-3.088,8,10.9,5.3,66.4,5/1/1938
380,Wick Airport,58.454,-3.088,8,13.4,7.9,89.2,6/1/1938
381,Wick Airport,58.454,-3.088,8,15,9.7,87.9,7/1/1938
382,Wick Airport,58.454,-3.088,8,15.6,9.3,60.3,8/1/1938
383,Wick Airport,58.454,-3.088,8,14.3,8.4,74.5,9/1/1938
384,Wick Airport,58.454,-3.088,8,11.9,6.3,113.1,10/1/1938
385,Wick Airport,58.454,-3.088,8,9.3,4.3,71.2,11/1/1938
386,Wick Airport,58.454,-3.088,8,6.9,2.5,49.9,12/1/1938
387,Wick Airport,58.454,-3.088,8,5.4,-0.4,93.6,1/1/1939
388,Wick Airport,58.454,-3.088,8,7.8,2.9,31.8,2/1/1939
389,Wick Airport,58.454,-3.088,8,7.5,2.6,49.5,3/1/1939
390,Wick Airport,58.454,-3.088,8,9,3.4,25.2,4/1/1939
391,Wick Airport,58.454,-3.088,8,11.4,6.7,19.9,5/1/1939
392,Wick Airport,58.454,-3.088,8,14.5,8.2,31.2,6/1/1939
393,Wick Airport,58.454,-3.088,8,14.2,9.7,118.3,7/1/1939
394,Wick Airport,58.454,-3.088,8,15.4,10.6,40.3,8/1/1939
395,Wick Airport,58.454,-3.088,8,14.6,9.4,40.5,9/1/1939
396,Wick Airport,58.454,-3.088,8,10.5,5.1,39.7,10/1/1939
397,Wick Airport,58.454,-3.088,8,9.4,4.3,104.5,11/1/1939
398,Wick Airport,58.454,-3.088,8,6.7,2.6,85,12/1/1939
399,Wick Airport,58.454,-3.088,8,4.3,-1.1,36.3,1/1/1940
400,Wick Airport,58.454,-3.088,8,5.1,0.9,18,2/1/1940
401,Wick Airport,58.454,-3.088,8,6.8,0.7,45.1,3/1/1940
402,Wick Airport,58.454,-3.088,8,8.2,3.5,74.1,4/1/1940
403,Wick Airport,58.454,-3.088,8,11.9,7,44.3,5/1/1940
404,Wick Airport,58.454,-3.088,8,15.1,8.9,25.4,6/1/1940
405,Wick Airport,58.454,-3.088,8,14.1,9.9,114.6,7/1/1940
406,Wick Airport,58.454,-3.088,8,15.2,8.6,64.3,8/1/1940
407,Wick Airport,58.454,-3.088,8,13.4,7.1,57.7,9/1/1940
408,Wick Airport,58.454,-3.088,8,11.1,6.7,57.3,10/1/1940
409,Wick Airport,58.454,-3.088,8,8.8,3.3,99.2,11/1/1940
410,Wick Airport,58.454,-3.088,8,6.8,2,49.6,12/1/1940
411,Wick Airport,58.454,-3.088,8,3.9,-0.6,29.8,1/1/1941
412,Wick Airport,58.454,-3.088,8,4.6,-0.4,69,2/1/1941
413,Wick Airport,58.454,-3.088,8,5.7,0.3,38.3,3/1/1941
414,Wick Airport,58.454,-3.088,8,7,2.3,36.7,4/1/1941
415,Wick Airport,58.454,-3.088,8,9.4,4.2,23.1,5/1/1941
416,Wick Airport,58.454,-3.088,8,13.6,7.8,12.8,6/1/1941
417,Wick Airport,58.454,-3.088,8,15.5,9.9,50.4,7/1/1941
418,Wick Airport,58.454,-3.088,8,15,9.6,104.8,8/1/1941
419,Wick Airport,58.454,-3.088,8,15.2,9.8,39.5,9/1/1941
420,Wick Airport,58.454,-3.088,8,11.8,5.2,88.2,10/1/1941
421,Wick Airport,58.454,-3.088,8,9,4.6,81.6,11/1/1941
422,Wick Airport,58.454,-3.088,8,7.7,2.7,52.6,12/1/1941
423,Wick Airport,58.454,-3.088,8,4.5,0,111,1/1/1942
424,Wick Airport,58.454,-3.088,8,4.7,-0.6,58.1,2/1/1942
425,Wick Airport,58.454,-3.088,8,5.9,1.1,31.1,3/1/1942
426,Wick Airport,58.454,-3.088,8,9.5,3.4,24.5,4/1/1942
427,Wick Airport,58.454,-3.088,8,11.3,4.3,49.8,5/1/1942
428,Wick Airport,58.454,-3.088,8,13.5,7,24.8,6/1/1942
429,Wick Airport,58.454,-3.088,8,15.9,9,98.1,7/1/1942
430,Wick Airport,58.454,-3.088,8,15.5,10.2,43.5,8/1/1942
431,Wick Airport,58.454,-3.088,8,14.4,7.4,81.7,9/1/1942
432,Wick Airport,58.454,-3.088,8,11,5.1,109.1,10/1/1942
433,Wick Airport,58.454,-3.088,8,8.6,3.2,34.4,11/1/1942
434,Wick Airport,58.454,-3.088,8,7.9,3,91.3,12/1/1942
435,Wick Airport,58.454,-3.088,8,6.4,1.8,58.9,1/1/1943
436,Wick Airport,58.454,-3.088,8,8.7,2.2,83.1,2/1/1943
437,Wick Airport,58.454,-3.088,8,9.1,3,26.8,3/1/1943
438,Wick Airport,58.454,-3.088,8,11.3,4.2,63.5,4/1/1943
439,Wick Airport,58.454,-3.088,8,11.8,5.3,56.4,5/1/1943
440,Wick Airport,58.454,-3.088,8,14.4,8.1,44.7,6/1/1943
441,Wick Airport,58.454,-3.088,8,15.4,8.9,89,7/1/1943
442,Wick Airport,58.454,-3.088,8,14.9,8.2,84.7,8/1/1943
443,Wick Airport,58.454,-3.088,8,14.2,8,90,9/1/1943
444,Wick Airport,58.454,-3.088,8,12.9,7.6,43.1,10/1/1943
445,Wick Airport,58.454,-3.088,8,8.1,3.2,103.8,11/1/1943
446,Wick Airport,58.454,-3.088,8,7.2,2.3,51.6,12/1/1943
